Timestamp,Symbol,Side,Quantity,Price
2024-07-01 10:30:05,GOOG,BUY,514,135.09
2024-07-01 10:30:08,GOOG,SELL,854,129.1
2024-07-01 10:30:18,TSLA,SELL,815,252.95
2024-07-01 10:31:36,META,SELL,103,292.43
2024-07-01 10:32:10,TSLA,SELL,719,246.99
2024-07-01 10:32:20,META,SELL,229,302.64
2024-07-01 10:32:59,AMZN,BUY,495,138.52
2024-07-01 10:34:37,META,BUY,151,308.5
2024-07-01 10:35:23,META,SELL,19,296.17
2024-07-01 10:36:31,GOOG,SELL,289,132.17
2024-07-01 10:37:27,MSFT,BUY,862,334.34
2024-07-01 10:38:51,GOOG,BUY,653,131.56
2024-07-01 10:39:32,MSFT,BUY,606,338.2
2024-07-01 10:41:51,TSLA,SELL,781,249.29
2024-07-01 10:42:21,TSLA,SELL,522,249.57
2024-07-01 10:42:57,MSFT,BUY,548,334.84
2024-07-01 10:43:30,NFLX,SELL,311,446.46
2024-07-01 10:43:54,TSLA,SELL,239,246.86
2024-07-01 10:45:11,GOOG,SELL,198,129.2
2024-07-01 10:45:54,NFLX,BUY,817,447.28
2024-07-01 10:46:34,AAPL,BUY,515,190.47
2024-07-01 10:47:36,GOOG,BUY,972,127.37
2024-07-01 10:48:54,NFLX,SELL,500,439.23
2024-07-01 10:49:09,AAPL,BUY,253,183.22
2024-07-01 10:49:45,META,BUY,384,304.07
2024-07-01 10:49:55,GOOG,BUY,546,127.59
2024-07-01 10:49:58,AAPL,SELL,359,192.03
2024-07-01 10:50:11,TSLA,BUY,976,241.09
2024-07-01 10:51:29,MSFT,SELL,593,341.28
2024-07-01 10:52:27,AAPL,BUY,55,187.28
2024-07-01 10:53:03,MSFT,BUY,935,346.64
2024-07-01 10:54:13,MSFT,SELL,491,341.9
2024-07-01 10:54:23,MSFT,BUY,387,508.47278231315534
2024-07-01 10:55:26,GOOG,BUY,133,133.73
2024-07-01 10:56:08,NFLX,SELL,380,440.86
2024-07-01 10:56:39,NFLX,SELL,856,443.17
2024-07-01 10:57:56,GOOG,BUY,388,129.83
2024-07-01 11:04:41,MSFT,SELL,384,343.23
2024-07-01 11:05:23,TSLA,BUY,501,252.33
2024-07-01 11:05:31,GOOG,SELL,813,129.41
2024-07-01 11:05:40,GOOG,BUY,649,128.21
2024-07-01 11:07:39,NFLX,SELL,722,446.41
2024-07-01 11:07:53,META,BUY,705,299.95
2024-07-01 11:08:15,AMZN,BUY,818,132.06
2024-07-01 11:09:04,AAPL,BUY,379,180.3
2024-07-01 11:09:39,META,SELL,835,305.01
2024-07-01 11:11:22,NFLX,SELL,115,451.97
2024-07-01 11:11:26,NFLX,BUY,578,450.37
2024-07-01 11:11:48,AMZN,SELL,574,132.23
2024-07-01 11:15:35,TSLA,BUY,106,249.36
2024-07-01 11:16:11,NFLX,BUY,48,449.94
2024-07-01 11:16:39,AMZN,BUY,724,136.53
2024-07-01 11:17:26,AAPL,BUY,313,196.11
2024-07-01 11:19:47,MSFT,BUY,551,337.97
2024-07-01 11:20:11,MSFT,SELL,434,337.99
2024-07-01 11:20:30,AMZN,SELL,137,137.29
2024-07-01 11:21:42,META,SELL,382,309.64
2024-07-01 11:23:14,GOOG,BUY,978,129.09
2024-07-01 11:23:26,NVDA,SELL,443,413.06
2024-07-01 11:24:31,AMZN,BUY,778,134.54
2024-07-01 11:25:25,TSLA,BUY,315,256.79
2024-07-01 11:25:44,MSFT,BUY,176,330.75
2024-07-01 11:27:42,GOOG,SELL,92,127.21
2024-07-01 11:29:06,META,BUY,197,300.35
2024-07-01 11:30:20,META,BUY,357,304.98
2024-07-01 11:31:11,MSFT,SELL,925,339.74
2024-07-01 11:31:20,NFLX,SELL,347,453.42
2024-07-01 11:33:24,MSFT,BUY,26,336.87
2024-07-01 11:34:07,NFLX,SELL,626,438.27
2024-07-01 11:34:12,META,SELL,295,294.77
2024-07-01 11:34:46,MSFT,BUY,834,332.26
2024-07-01 11:35:08,NFLX,BUY,405,448.97
2024-07-01 11:35:56,AAPL,SELL,138,183.95
2024-07-01 11:36:05,NFLX,BUY,84,447.36
2024-07-01 11:36:18,GOOG,BUY,474,130.51
2024-07-01 11:37:49,GOOG,SELL,675,130.13
2024-07-01 11:38:12,NVDA,BUY,919,430.71
2024-07-01 11:38:27,NVDA,BUY,736,413.46
2024-07-01 11:38:48,NVDA,BUY,739,410.15
2024-07-01 11:39:38,MSFT,BUY,622,322.34
2024-07-01 11:40:08,AMZN,BUY,353,134.12
2024-07-01 11:40:17,AMZN,SELL,535,137.35
2024-07-01 11:42:22,META,BUY,227,297.36
2024-07-01 11:42:25,AMZN,BUY,11,185.12935803079606
2024-07-01 11:42:45,GOOG,BUY,600,129.58
2024-07-01 11:43:34,NVDA,BUY,512,425.8
2024-07-01 11:43:50,NFLX,BUY,492,447.74
2024-07-01 11:43:57,AAPL,BUY,985,191.65
2024-07-01 11:43:59,GOOG,SELL,263,129.37
2024-07-01 11:44:13,NVDA,BUY,844,394.28
2024-07-01 11:46:57,AAPL,SELL,179,186.97
2024-07-01 11:47:36,GOOG,SELL,312,127.74
2024-07-01 11:48:04,AAPL,BUY,392,191.74
2024-07-01 11:48:47,AAPL,SELL,286,195.99
2024-07-01 11:49:38,AMZN,BUY,485,136.95
2024-07-01 11:49:43,AAPL,SELL,967,187.68
2024-07-01 11:50:00,META,SELL,126,293.2
2024-07-01 11:50:13,TSLA,SELL,473,252.02
2024-07-01 11:50:37,AMZN,SELL,927,131.97
2024-07-01 11:50:42,MSFT,BUY,98,345.75
2024-07-01 11:50:56,NFLX,BUY,704,452.63
2024-07-01 11:52:29,TSLA,SELL,92,253.59
2024-07-01 11:53:26,GOOG,SELL,881,132.57
2024-07-01 11:54:21,AAPL,SELL,552,189.62
2024-07-01 11:54:24,NVDA,SELL,345,416.47
2024-07-01 11:54:55,NVDA,SELL,334,433.03
2024-07-01 11:55:54,AAPL,BUY,87,186.71
2024-07-01 11:56:35,NFLX,SELL,435,450.56
2024-07-01 11:56:46,META,SELL,57,310.39
2024-07-01 11:56:52,NFLX,BUY,292,467.14
2024-07-01 11:57:07,NFLX,BUY,320,453.33
2024-07-01 11:57:37,TSLA,BUY,988,249.79
2024-07-01 11:58:12,GOOG,BUY,783,127.94
2024-07-01 12:00:51,TSLA,SELL,360,257.64
2024-07-01 12:02:23,NVDA,BUY,646,413.01
2024-07-01 12:03:42,AMZN,SELL,605,132.24
2024-07-01 12:05:28,NFLX,BUY,429,445.52
2024-07-01 12:06:56,AMZN,SELL,523,141.26
2024-07-01 12:07:48,MSFT,BUY,772,341.39
2024-07-01 12:07:53,TSLA,BUY,855,253.2
2024-07-01 12:08:39,TSLA,BUY,964,244.42
2024-07-01 12:08:46,NVDA,SELL,240,427.02
2024-07-01 12:09:03,GOOG,SELL,559,131.81
2024-07-01 12:09:35,NFLX,SELL,661,455.53
2024-07-01 12:11:28,MSFT,BUY,995,338.54
2024-07-01 12:11:55,NVDA,SELL,681,425.96
2024-07-01 12:12:03,GOOG,SELL,270,130.12
2024-07-01 12:12:42,TSLA,BUY,685,250.72
2024-07-01 12:13:02,AAPL,BUY,965,191.78
2024-07-01 12:14:57,GOOG,SELL,28,127.91
2024-07-01 12:15:07,NVDA,BUY,670,428.55
2024-07-01 12:15:21,META,BUY,543,309.65
2024-07-01 12:18:44,MSFT,SELL,619,342.56
2024-07-01 12:19:26,NVDA,SELL,530,419.84
2024-07-01 12:19:32,TSLA,BUY,229,246.26
2024-07-01 12:19:41,AAPL,BUY,763,191.2
2024-07-01 12:20:42,AAPL,BUY,976,187.17
2024-07-01 12:21:09,NFLX,SELL,813,453.32
2024-07-01 12:21:23,MSFT,BUY,680,349.47
2024-07-01 12:21:25,META,BUY,319,305.54
2024-07-01 12:24:05,NVDA,SELL,527,423.35
2024-07-01 12:25:20,META,SELL,521,309.5
2024-07-01 12:26:31,MSFT,BUY,580,339.45
2024-07-01 12:26:49,GOOG,BUY,882,128.2
2024-07-01 12:28:35,TSLA,SELL,879,261.59
2024-07-01 12:28:41,AAPL,BUY,259,192.62
2024-07-01 12:30:55,GOOG,SELL,344,128.8
2024-07-01 12:31:10,TSLA,SELL,540,248.56
2024-07-01 12:31:11,NVDA,BUY,515,422.91
2024-07-01 12:32:07,META,BUY,100,299.7
2024-07-01 12:33:15,AAPL,BUY,600,190.42
2024-07-01 12:33:48,TSLA,BUY,954,255.14
2024-07-01 12:35:36,META,BUY,576,306.69
2024-07-01 12:36:03,TSLA,SELL,705,248.13
2024-07-01 12:36:37,AAPL,SELL,536,191.08
2024-07-01 12:36:40,NVDA,SELL,296,444.96
2024-07-01 12:36:51,AAPL,BUY,169,191.73
2024-07-01 12:37:15,TSLA,BUY,251,259.56
2024-07-01 12:38:09,NFLX,SELL,376,431.71
2024-07-01 12:38:09,GOOG,SELL,868,131.98
2024-07-01 12:38:25,NVDA,BUY,937,416.84
2024-07-01 12:39:04,NFLX,SELL,865,450.21
2024-07-01 12:39:07,AMZN,SELL,308,135.91
2024-07-01 12:39:46,NVDA,BUY,420,405.8
2024-07-01 12:40:22,AMZN,SELL,697,133.59
2024-07-01 12:40:28,NVDA,BUY,73,428.3
2024-07-01 12:44:33,NFLX,SELL,560,445.88
2024-07-01 12:44:52,TSLA,BUY,729,261.16
2024-07-01 12:46:57,AMZN,BUY,891,137.04
2024-07-01 12:51:25,AAPL,SELL,610,199.51
2024-07-01 12:51:47,AMZN,BUY,253,134.51
2024-07-01 12:52:04,NVDA,BUY,81,431.87
2024-07-01 12:52:09,AAPL,BUY,603,190.03
2024-07-01 12:55:02,NVDA,SELL,561,415.29
2024-07-01 12:55:46,GOOG,SELL,247,129.77
2024-07-01 12:55:54,NFLX,SELL,713,446.5
2024-07-01 12:56:11,MSFT,BUY,786,334.0
2024-07-01 12:56:15,NVDA,SELL,829,422.88
2024-07-01 12:56:16,META,BUY,87,294.87
2024-07-01 12:57:08,AMZN,BUY,243,134.73
2024-07-01 12:58:38,MSFT,BUY,5193,348.62
2024-07-01 12:59:44,MSFT,BUY,461,333.35
2024-07-01 12:59:53,TSLA,BUY,459,244.95
2024-07-01 13:00:16,META,SELL,71,293.52
2024-07-01 13:00:34,NFLX,BUY,778,516.5667913244931
2024-07-01 13:01:10,GOOG,BUY,523,131.1
2024-07-01 13:02:06,AMZN,BUY,920,135.15
2024-07-01 13:02:09,MSFT,BUY,798,335.82
2024-07-01 13:02:48,TSLA,BUY,354,254.31
2024-07-01 13:03:08,AAPL,BUY,60,188.11
2024-07-01 13:03:56,AMZN,SELL,617,135.53
2024-07-01 13:05:00,MSFT,BUY,767,345.09
2024-07-01 13:05:05,META,SELL,215,289.05
2024-07-01 13:05:52,GOOG,BUY,706,124.98
2024-07-01 13:07:49,AMZN,BUY,3052,131.86
2024-07-01 13:08:39,AAPL,SELL,710,190.37
2024-07-01 13:08:47,AAPL,SELL,203,192.11
2024-07-01 13:09:20,AMZN,SELL,480,138.18
2024-07-01 13:09:22,META,BUY,257,301.65
2024-07-01 13:09:23,AMZN,SELL,208,138.32
2024-07-01 13:10:05,GOOG,BUY,776,130.63
2024-07-01 13:12:10,NVDA,BUY,732,420.23
2024-07-01 13:12:32,META,BUY,390,301.35
2024-07-01 13:13:56,AAPL,BUY,401,182.41
2024-07-01 13:14:43,NFLX,SELL,764,442.34
2024-07-01 13:17:01,TSLA,BUY,435,251.93
2024-07-01 13:17:23,GOOG,SELL,515,132.62
2024-07-01 13:18:52,GOOG,SELL,669,134.06
2024-07-01 13:19:31,META,SELL,46,287.42
2024-07-01 13:19:51,META,SELL,573,302.38
2024-07-01 13:19:54,AAPL,SELL,906,184.04
2024-07-01 13:20:36,MSFT,SELL,441,345.15
2024-07-01 13:20:49,AMZN,BUY,659,133.93
2024-07-01 13:23:06,MSFT,SELL,323,348.58
2024-07-01 13:23:41,AAPL,SELL,667,181.01
2024-07-01 13:24:14,NVDA,SELL,552,422.49
2024-07-01 13:24:31,META,BUY,852,302.97
2024-07-01 13:24:38,NVDA,BUY,995,419.85
2024-07-01 13:25:40,MSFT,SELL,912,343.47
2024-07-01 13:25:46,AMZN,BUY,294,135.46
2024-07-01 13:26:37,MSFT,BUY,736,334.18
2024-07-01 13:27:01,AAPL,SELL,462,191.9
2024-07-01 13:27:19,TSLA,SELL,387,251.29
2024-07-01 13:27:22,META,SELL,548,308.18
2024-07-01 13:27:51,GOOG,BUY,654,130.73
2024-07-01 13:29:10,NFLX,BUY,721,435.77
2024-07-01 13:30:22,NFLX,SELL,734,453.98
2024-07-01 13:30:50,NFLX,SELL,211,446.54
2024-07-01 13:31:47,NFLX,BUY,643,438.22
2024-07-01 13:32:06,AAPL,SELL,833,185.44
2024-07-01 13:32:38,NVDA,SELL,816,425.2
2024-07-01 13:33:16,META,BUY,714,305.09
2024-07-01 13:33:22,NVDA,BUY,238,418.4
2024-07-01 13:33:30,META,SELL,170,292.42
2024-07-01 13:34:52,GOOG,SELL,553,130.73
2024-07-01 13:37:39,NFLX,SELL,943,451.53
2024-07-01 13:37:44,NVDA,SELL,299,430.73
2024-07-01 13:37:54,GOOG,BUY,955,131.82
2024-07-01 13:38:26,AMZN,SELL,502,135.3
2024-07-01 13:40:43,AAPL,SELL,459,193.15
2024-07-01 13:41:23,AAPL,BUY,358,190.08
2024-07-01 13:41:42,GOOG,BUY,386,126.54
2024-07-01 13:42:39,AAPL,BUY,283,185.6
2024-07-01 13:43:50,NFLX,BUY,808,452.11
2024-07-01 13:44:15,META,SELL,909,306.6
2024-07-01 13:44:44,GOOG,SELL,67,132.29
2024-07-01 13:44:45,AMZN,BUY,133,139.37
2024-07-01 13:44:58,MSFT,SELL,397,332.89
2024-07-01 13:45:10,GOOG,BUY,167,130.86
2024-07-01 13:46:17,META,BUY,710,302.01
2024-07-01 13:46:49,NFLX,BUY,697,454.52
2024-07-01 13:48:45,NFLX,BUY,997,465.6
2024-07-01 13:49:00,AAPL,SELL,341,193.18
2024-07-01 13:49:15,TSLA,BUY,30,250.23
2024-07-01 13:49:58,TSLA,BUY,113,253.72
2024-07-01 13:50:19,AMZN,BUY,412,136.37
2024-07-01 13:50:52,AMZN,SELL,19,136.99
2024-07-01 13:51:09,MSFT,BUY,857,333.01
2024-07-01 13:52:05,TSLA,SELL,920,252.45
2024-07-01 13:52:35,AAPL,SELL,743,190.14
2024-07-01 13:52:36,NFLX,SELL,123,444.21
2024-07-01 13:52:48,META,BUY,326,299.79
2024-07-01 13:56:02,MSFT,SELL,662,338.17
2024-07-01 13:57:20,AAPL,SELL,915,201.44
2024-07-01 13:59:52,MSFT,SELL,879,348.22
2024-07-01 14:00:24,META,SELL,577,307.57
2024-07-01 14:00:30,NFLX,BUY,948,441.31
2024-07-01 14:00:49,NFLX,BUY,321,441.13
2024-07-01 14:01:22,AAPL,SELL,608,189.06
2024-07-01 14:03:20,META,BUY,306,305.85
2024-07-01 14:03:29,AAPL,BUY,729,191.83
2024-07-01 14:04:02,MSFT,SELL,103,345.66
2024-07-01 14:05:26,TSLA,BUY,154,256.68
2024-07-01 14:05:41,GOOG,BUY,497,132.27
2024-07-01 14:06:29,NFLX,SELL,37,446.99
2024-07-01 14:06:37,TSLA,BUY,704,254.85
2024-07-01 14:07:13,MSFT,BUY,990,334.85
2024-07-01 14:07:29,NVDA,SELL,484,431.42
2024-07-01 14:08:34,GOOG,BUY,564,128.73
2024-07-01 14:08:42,AAPL,SELL,937,190.8
2024-07-01 14:10:09,AMZN,SELL,837,137.52
2024-07-01 14:11:21,GOOG,BUY,846,131.01
2024-07-01 14:13:40,AAPL,BUY,893,186.19
2024-07-01 14:13:43,AMZN,SELL,943,136.98
2024-07-01 14:13:44,MSFT,SELL,335,330.76
2024-07-01 14:14:38,NFLX,BUY,794,449.43
2024-07-01 14:16:34,GOOG,SELL,850,131.06
2024-07-01 14:16:44,TSLA,BUY,50,259.79
2024-07-01 14:17:10,MSFT,SELL,93,331.76
2024-07-01 14:21:53,MSFT,SELL,839,338.28
2024-07-01 14:21:56,META,BUY,337,299.53
2024-07-01 14:24:00,AMZN,SELL,588,135.81
2024-07-01 14:24:02,NVDA,SELL,888,427.3
2024-07-01 14:24:21,TSLA,SELL,286,246.73
2024-07-01 14:25:26,GOOG,SELL,991,129.95
2024-07-01 14:25:29,NFLX,SELL,665,459.57
2024-07-01 14:26:04,AMZN,BUY,999,133.28
2024-07-01 14:27:08,AMZN,SELL,695,137.16
2024-07-01 14:27:28,NVDA,SELL,272,424.29
2024-07-01 14:27:30,AAPL,BUY,763,187.95
2024-07-01 14:28:27,NVDA,BUY,839,413.17
2024-07-01 14:29:30,META,SELL,855,302.92
2024-07-01 14:30:23,NVDA,BUY,298,419.84
2024-07-01 14:31:30,NFLX,BUY,758,454.73
2024-07-01 14:31:32,NVDA,BUY,264,414.57
2024-07-01 14:32:25,AMZN,BUY,997,135.79
2024-07-01 14:32:29,AMZN,BUY,52,131.14
2024-07-01 14:33:11,META,SELL,567,304.01
2024-07-01 14:33:40,NFLX,BUY,229,444.37
2024-07-01 14:34:54,META,SELL,980,293.44
2024-07-01 14:35:00,META,SELL,694,293.61
2024-07-01 14:35:38,AMZN,BUY,744,133.83
2024-07-01 14:40:16,TSLA,SELL,566,250.16
2024-07-01 14:40:40,AMZN,BUY,94,136.0
2024-07-01 14:43:07,META,BUY,681,297.0
2024-07-01 14:43:15,META,BUY,66,294.71
2024-07-01 14:43:47,NVDA,BUY,404,416.64
2024-07-01 14:47:54,NFLX,BUY,151,437.25
2024-07-01 14:48:05,GOOG,SELL,591,129.68
2024-07-01 14:48:21,NVDA,SELL,875,417.39
2024-07-01 14:48:54,AAPL,SELL,273,188.13
2024-07-01 14:50:21,TSLA,SELL,267,251.02
2024-07-01 14:50:41,META,SELL,967,299.88
2024-07-01 14:52:46,AMZN,BUY,31,136.35
2024-07-01 14:53:32,META,BUY,298,293.15
2024-07-01 14:54:02,AAPL,SELL,518,180.29
2024-07-01 14:56:09,AMZN,SELL,242,137.35
2024-07-01 14:57:29,GOOG,SELL,281,131.43
2024-07-01 14:59:10,NFLX,SELL,590,448.24
2024-07-01 15:00:02,NFLX,SELL,437,442.0
2024-07-01 15:00:49,META,BUY,190,304.53
2024-07-01 15:00:59,META,BUY,575,291.39
2024-07-01 15:01:21,NVDA,BUY,905,411.88
2024-07-01 15:01:41,GOOG,BUY,119,126.08
2024-07-01 15:01:49,NVDA,SELL,328,434.43
2024-07-01 15:02:03,AAPL,SELL,26,184.32
2024-07-01 15:02:49,NVDA,SELL,205,420.38
2024-07-01 15:03:06,NVDA,BUY,505,418.56
2024-07-01 15:03:38,NFLX,SELL,857,457.92
2024-07-01 15:03:39,NVDA,SELL,790,414.99
2024-07-01 15:04:21,TSLA,BUY,541,245.5
2024-07-01 15:05:12,GOOG,BUY,158,127.56
2024-07-01 15:05:16,AMZN,BUY,680,139.38
2024-07-01 15:05:46,AAPL,BUY,211,188.32
2024-07-01 15:05:50,AAPL,BUY,517,185.34
2024-07-01 15:06:04,AMZN,SELL,563,135.08
2024-07-01 15:06:50,TSLA,SELL,522,251.35
2024-07-01 15:07:29,TSLA,BUY,361,251.78
2024-07-01 15:07:43,META,BUY,469,308.4
2024-07-01 15:08:08,META,BUY,930,302.53
2024-07-01 15:09:07,TSLA,SELL,444,240.06
2024-07-01 15:10:15,TSLA,BUY,501,241.54
2024-07-01 15:12:37,AAPL,BUY,731,191.32
2024-07-01 15:15:14,NVDA,BUY,973,420.08
2024-07-01 15:16:01,AMZN,SELL,404,133.69
2024-07-01 15:17:30,NFLX,BUY,45,456.03
2024-07-01 15:18:52,AAPL,BUY,626,189.52
2024-07-01 15:21:04,NVDA,BUY,675,427.3
2024-07-01 15:21:07,GOOG,BUY,529,133.38
2024-07-01 15:21:15,TSLA,SELL,314,249.81
2024-07-01 15:23:23,AAPL,BUY,466,185.58
2024-07-01 15:23:25,META,SELL,342,306.47
2024-07-01 15:23:36,NFLX,SELL,435,462.84
2024-07-01 15:23:56,TSLA,BUY,620,244.04
2024-07-01 15:24:38,NFLX,BUY,574,458.39
2024-07-01 15:24:51,MSFT,BUY,556,332.35
2024-07-01 15:26:18,AMZN,SELL,2772,135.76
2024-07-01 15:27:22,AMZN,SELL,81,138.43
2024-07-01 15:27:34,AAPL,BUY,730,188.23
2024-07-01 15:27:44,NVDA,SELL,436,428.79
2024-07-01 15:28:38,NFLX,SELL,109,450.64
2024-07-01 15:28:49,GOOG,SELL,954,129.91
2024-07-01 15:29:26,NFLX,BUY,219,446.89
2024-07-01 15:29:30,AAPL,SELL,454,185.17
2024-07-01 15:30:17,META,BUY,381,298.17
2024-07-01 15:30:36,MSFT,SELL,670,335.69
2024-07-01 15:31:31,NVDA,SELL,807,424.86
2024-07-01 15:31:49,NFLX,SELL,811,456.94
2024-07-01 15:32:49,GOOG,BUY,783,128.06
2024-07-01 15:33:24,GOOG,BUY,676,132.08
2024-07-01 15:33:25,META,BUY,665,300.74
2024-07-01 15:33:38,GOOG,BUY,225,128.08
2024-07-01 15:33:55,MSFT,BUY,357,349.54
2024-07-01 15:37:39,MSFT,SELL,358,336.98
2024-07-01 15:41:46,AAPL,SELL,5013,189.84
2024-07-01 15:43:20,NVDA,BUY,946,424.49
2024-07-01 15:43:30,META,SELL,622,291.34
2024-07-01 15:43:33,META,SELL,765,293.09
2024-07-01 15:44:53,AMZN,SELL,685,135.06
2024-07-01 15:45:19,AAPL,SELL,721,272.7861030251149
2024-07-01 15:45:21,NFLX,SELL,728,450.56
2024-07-01 15:45:53,NFLX,SELL,699,432.96
2024-07-01 15:46:51,NFLX,BUY,838,449.97
2024-07-01 15:48:11,MSFT,BUY,515,341.95
2024-07-01 15:48:14,NFLX,SELL,540,442.81
2024-07-01 15:50:38,AMZN,SELL,116,135.25
2024-07-01 15:51:05,TSLA,BUY,272,253.14
2024-07-01 15:51:21,NFLX,BUY,3990,448.99
2024-07-01 15:52:16,TSLA,BUY,234,262.63
2024-07-01 15:52:21,NVDA,BUY,330,422.11
2024-07-01 15:52:35,NVDA,SELL,805,421.86
2024-07-01 15:52:42,MSFT,SELL,97,337.59
2024-07-01 15:53:44,NVDA,SELL,233,418.97
2024-07-01 15:53:46,GOOG,BUY,617,126.44
2024-07-01 15:53:52,TSLA,SELL,51,249.62
2024-07-01 15:53:55,AAPL,SELL,976,188.88
2024-07-01 15:54:43,MSFT,SELL,391,339.69
2024-07-01 15:55:16,META,SELL,653,296.1
2024-07-01 15:55:31,AAPL,BUY,17,186.96
2024-07-01 15:55:42,NVDA,BUY,671,424.77
2024-07-01 15:56:02,AAPL,BUY,746,186.97
2024-07-01 15:56:29,META,BUY,618,305.16
2024-07-01 15:57:16,NFLX,BUY,401,455.48
2024-07-01 15:57:17,GOOG,SELL,327,134.03
2024-07-01 15:57:38,NVDA,BUY,199,416.33
2024-07-01 15:58:07,META,BUY,408,299.4042613252863
2024-07-01 15:58:09,AAPL,BUY,536,187.16
2024-07-01 15:58:10,MSFT,SELL,74,342.85
2024-07-02 09:30:44,MSFT,SELL,132,340.94
2024-07-02 09:32:28,NFLX,SELL,971,454.88
2024-07-02 09:33:21,TSLA,BUY,309,250.23
2024-07-02 09:33:23,TSLA,BUY,980,252.15
